City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
270,Alpena,US,45.06,-83.43,89.6,55,75,9.17,light rain,0.0,0.0
271,Hede,CN,33.77,120.25,70.95,92,94,4.07,overcast clouds,0.0,0.0
272,Lerwick,GB,60.15,-1.15,51.8,93,3,5.82,clear sky,0.0,0.0
273,Harper,LR,4.38,-7.72,76.71,83,100,11.41,light rain,0.13,0.0
274,Yemelyanovo,RU,56.17,92.68,59.0,87,100,4.05,overcast clouds,0.0,0.0
275,Joshimath,IN,30.57,79.57,68.14,59,98,0.78,light rain,0.34,0.0
276,Tuatapere,NZ,-46.13,167.68,44.47,84,95,7.09,overcast clouds,0.0,0.0
277,Melfort,CA,52.87,-104.62,66.2,72,90,9.17,overcast clouds,0.0,0.0
278,Mehamn,NO,71.04,27.85,46.4,87,90,12.75,overcast clouds,0.0,0.0
279,Hofn,IS,64.25,-15.21,54.59,65,74,7.36,broken clouds,0.0,0.0
280,Thinadhoo,MV,0.53,72.93,84.65,69,76,5.99,broken clouds,0.0,0.0
281,Garowe,SO,8.41,48.48,85.86,39,95,22.57,overcast clouds,0.0,0.0
282,Kinshasa,CD,-4.32,15.32,78.8,69,0,5.82,clear sky,0.0,0.0
283,Pskov,RU,57.81,28.35,55.4,76,49,4.47,scattered clouds,0.0,0.0
284,Mumford,GH,5.26,-0.76,75.56,90,93,8.66,overcast clouds,0.0,0.0
285,Maniitsoq,GL,65.42,-52.9,42.91,97,100,22.06,heavy intensity rain,4.05,0.0
286,Inuvik,CA,68.35,-133.72,42.8,75,90,11.41,overcast clouds,0.0,0.0
287,Hwange,ZW,-18.37,26.5,58.5,66,0,1.63,clear sky,0.0,0.0
288,Husavik,IS,66.04,-17.34,48.2,76,75,29.97,broken clouds,0.0,0.0
289,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,73,0,23.04,clear sky,0.0,0.0
290,Menongue,AO,-14.66,17.69,57.51,35,0,2.24,clear sky,0.0,0.0
291,Puerto Escondido,MX,15.85,-97.07,86.0,62,75,9.17,broken clouds,0.0,0.0
292,Baykalsk,RU,51.51,104.15,57.0,69,100,8.95,overcast clouds,0.0,0.0
293,Ambulu,ID,-8.35,113.61,72.09,87,70,3.13,broken clouds,0.0,0.0
294,Weymouth,US,42.22,-70.94,91.0,58,39,9.17,light rain,0.51,0.0
295,Vila Velha,BR,-20.33,-40.29,78.01,83,0,10.29,clear sky,0.0,0.0
296,Dubbo,AU,-32.25,148.62,44.6,93,75,8.05,broken clouds,0.0,0.0
297,Ardakan,IR,32.31,54.02,89.6,18,0,6.93,clear sky,0.0,0.0
298,Kieta,PG,-6.22,155.63,79.86,80,100,7.99,moderate rain,2.98,0.0
299,Karratha,AU,-20.74,116.85,65.21,27,0,12.06,clear sky,0.0,0.0
300,Mahibadhoo,MV,3.78,72.97,83.93,74,100,10.69,overcast clouds,0.0,0.0
301,Semnan,IR,35.57,53.4,84.6,23,81,13.35,broken clouds,0.0,0.0
302,Verkhnyaya Toyma,RU,62.23,45.0,63.54,95,100,7.72,light rain,0.24,0.0
303,Javanrud,IR,34.8,46.52,70.7,23,0,1.59,clear sky,0.0,0.0
304,San Vicente,AR,-26.62,-54.13,56.64,66,0,2.86,clear sky,0.0,0.0
305,Vierzon,FR,47.21,2.06,82.4,42,0,4.7,clear sky,0.0,0.0
306,Bahia Honda,CU,22.9,-83.16,86.59,72,40,8.19,light rain,0.81,0.0
307,Yamada,JP,39.47,141.95,66.54,88,100,1.74,overcast clouds,0.0,0.0
308,Olafsvik,IS,64.89,-23.71,52.29,71,85,9.33,overcast clouds,0.0,0.0
309,Tiznit,MA,29.58,-9.5,72.18,51,0,1.79,clear sky,0.0,0.0
310,Solnechnyy,RU,50.72,136.63,52.0,93,94,5.88,overcast clouds,0.0,0.0
311,Grindavik,IS,63.84,-22.43,51.8,71,75,13.87,broken clouds,0.0,0.0
312,Deputatskiy,RU,69.3,139.9,50.63,79,25,2.55,scattered clouds,0.0,0.0
313,Maxixe,MZ,-23.86,35.35,62.6,93,0,6.91,clear sky,0.0,0.0
314,Eina,NO,60.63,10.6,57.0,70,1,1.99,clear sky,0.0,0.0
315,Pinawa,CA,50.15,-95.88,71.73,61,56,13.04,light rain,0.23,0.0
316,Belmonte,BR,-15.86,-38.88,75.2,78,40,8.05,scattered clouds,0.0,0.0
317,Suez,EG,29.97,32.53,79.25,67,0,10.22,clear sky,0.0,0.0
318,Bathsheba,BB,13.22,-59.52,86.0,62,20,21.92,few clouds,0.0,0.0
319,Richards Bay,ZA,-28.78,32.04,72.19,55,0,18.07,clear sky,0.0,0.0
320,Portoferraio,IT,42.81,10.31,75.99,50,0,7.0,clear sky,0.0,0.0
321,Byron Bay,AU,-28.65,153.62,55.4,93,90,1.12,overcast clouds,0.0,0.0
322,Fortuna,US,40.6,-124.16,64.99,77,40,11.41,scattered clouds,0.0,0.0
323,Lasalgaon,IN,20.15,74.23,75.81,84,100,11.27,overcast clouds,0.0,0.0
324,Veraval,IN,20.9,70.37,84.07,80,97,17.52,light rain,0.12,0.0
325,Klaksvik,FO,62.23,-6.59,48.2,93,98,11.41,overcast clouds,0.0,0.0
326,Irkutsk,RU,52.3,104.3,55.4,100,20,4.47,fog,0.0,0.0
327,Taga,RO,46.95,24.05,71.6,72,20,2.1,few clouds,0.0,0.0
328,Alofi,NU,-19.06,-169.92,75.2,88,75,4.7,broken clouds,0.0,0.0
329,Susangerd,IR,31.56,48.18,100.4,29,18,2.24,few clouds,0.0,0.0
330,Kodiak,US,57.79,-152.41,64.4,52,75,14.99,broken clouds,0.0,0.0
331,Ubinskoye,RU,55.31,79.68,65.53,95,100,7.49,overcast clouds,0.0,0.0
332,Verkh-Usugli,RU,52.7,115.17,57.87,96,100,2.48,overcast clouds,0.0,0.0
333,Shakawe,BW,-18.37,21.85,60.62,41,0,1.92,clear sky,0.0,0.0
334,Pucallpa,PE,-8.38,-74.55,86.0,66,40,3.36,scattered clouds,0.0,0.0
335,Banjarmasin,ID,-3.32,114.59,75.2,100,90,2.75,overcast clouds,0.0,0.0
336,Merauke,ID,-8.47,140.33,77.34,87,90,16.51,overcast clouds,0.0,0.0
337,Soyo,AO,-6.13,12.37,74.07,83,3,10.54,clear sky,0.0,0.0
338,Kulhudhuffushi,MV,6.62,73.07,83.23,79,100,12.68,overcast clouds,0.0,0.0
339,Dakar,SN,14.69,-17.44,82.4,74,75,18.34,broken clouds,0.0,0.0
340,Cayenne,GF,4.93,-52.33,77.0,100,98,3.36,thunderstorm,0.0,0.0
341,Rockland,US,41.17,-74.05,91.0,53,64,1.99,broken clouds,0.0,0.0
342,Taksimo,RU,56.34,114.88,59.67,73,45,2.44,scattered clouds,0.0,0.0
343,Jibuti,DJ,11.5,42.5,98.6,27,75,3.36,broken clouds,0.0,0.0
344,Beringovskiy,RU,63.05,179.32,55.6,69,82,3.49,broken clouds,0.0,0.0
345,Ambilobe,MG,-13.2,49.05,70.18,63,0,10.25,clear sky,0.0,0.0
346,Abalak,RU,58.13,68.59,69.67,80,6,6.6,clear sky,0.0,0.0
347,Gavle,SE,60.67,17.14,55.0,64,19,1.99,few clouds,0.0,0.0
348,Labuhan,ID,-6.88,112.21,75.24,84,75,9.89,broken clouds,0.0,0.0
349,Khadro,PK,26.15,68.72,91.4,63,1,6.93,haze,0.0,0.0
350,Monrovia,LR,6.3,-10.8,77.0,94,75,3.36,broken clouds,0.0,0.0
351,Acapulco,MX,16.86,-99.89,87.8,70,75,12.75,broken clouds,0.0,0.0
352,Gizo,SB,-8.1,156.84,82.04,77,18,13.06,few clouds,0.0,0.0
353,Mabay,PH,6.06,124.47,77.67,80,100,4.56,light rain,0.23,0.0
354,Carutapera,BR,-1.2,-46.02,81.73,78,91,8.86,light rain,0.21,0.0
355,Plouzane,FR,48.38,-4.62,60.8,87,90,5.82,overcast clouds,0.0,0.0
356,Gedo,ET,9.02,37.45,51.28,100,98,1.05,overcast clouds,0.0,0.0
357,Luderitz,NA,-26.65,15.16,57.2,76,0,5.82,clear sky,0.0,0.0
358,Owando,CG,-0.48,15.9,77.76,68,93,0.09,light rain,0.15,0.0
359,Severnyy,RU,50.68,36.55,60.8,67,7,6.71,clear sky,0.0,0.0
360,Naryan-Mar,RU,67.67,53.09,75.49,70,0,15.08,clear sky,0.0,0.0
361,Tuy Hoa,VN,13.08,109.3,76.86,85,100,5.39,overcast clouds,0.0,0.0
362,Reconquista,AR,-29.15,-59.65,59.4,56,0,8.01,clear sky,0.0,0.0
363,Coquimbo,CL,-29.95,-71.34,60.8,59,83,11.41,broken clouds,0.0,0.0
364,Hojai,IN,26.0,92.87,76.77,96,100,8.12,moderate rain,1.02,0.0
365,Rakiv Lis,UA,51.62,24.92,57.04,88,86,6.53,overcast clouds,0.0,0.0
366,Emerald,AU,-23.53,148.17,59.0,87,90,6.93,overcast clouds,0.0,0.0
367,Sao Filipe,CV,14.9,-24.5,76.8,82,49,11.56,scattered clouds,0.0,0.0
368,Nouadhibou,MR,20.93,-17.03,80.6,57,0,18.34,sand,0.0,0.0
369,San Lorenzo,PY,-25.33,-57.53,62.6,59,0,5.82,clear sky,0.0,0.0
370,Turukhansk,RU,65.82,87.98,48.61,85,6,9.26,clear sky,0.0,0.0
371,Isla Mujeres,MX,21.23,-86.73,89.6,62,40,13.87,scattered clouds,0.0,0.0
372,Calama,CL,-22.47,-68.93,69.8,2,0,18.34,clear sky,0.0,0.0
373,Muana,BR,-1.53,-49.22,88.84,58,70,0.83,broken clouds,0.0,0.0
374,Aykhal,RU,66.0,111.5,57.2,71,90,11.18,overcast clouds,0.0,0.0
375,Kuryk,KZ,43.2,51.65,84.99,31,20,8.3,few clouds,0.0,0.0
376,Chilca,PE,-12.52,-76.74,62.6,77,90,4.7,overcast clouds,0.0,0.0
377,Marsa Matruh,EG,31.35,27.25,77.0,78,0,11.41,clear sky,0.0,0.0
378,Eustis,US,28.85,-81.69,93.0,59,1,8.05,clear sky,0.0,0.0
379,Kashan,IR,33.98,51.44,88.66,16,48,10.22,scattered clouds,0.0,0.0
380,Matara,LK,5.95,80.54,79.38,87,100,9.71,light rain,0.17,0.0
381,Los Llanos De Aridane,ES,28.66,-17.92,81.0,78,75,16.11,broken clouds,0.0,0.0
382,Bilma,NE,18.69,12.92,92.5,17,35,3.42,scattered clouds,0.0,0.0
383,Vardo,NO,70.37,31.11,46.4,93,75,27.51,broken clouds,0.0,0.0
384,Pisco,PE,-13.7,-76.22,68.0,64,40,9.17,scattered clouds,0.0,0.0
385,Namibe,AO,-15.2,12.15,63.64,81,0,9.73,clear sky,0.0,0.0
386,Lata,PT,40.16,-8.33,73.99,70,0,3.0,clear sky,0.0,0.0
387,Sao Felix Do Xingu,BR,-6.64,-51.99,90.55,37,1,4.65,clear sky,0.0,0.0
388,Timbo,BR,-26.82,-49.27,63.0,99,0,1.83,clear sky,0.0,0.0
389,Hovd,MN,48.01,91.64,59.49,50,38,3.22,scattered clouds,0.0,0.0
390,Ust-Ishim,RU,57.69,71.17,70.65,75,22,10.29,few clouds,0.0,0.0
391,Linxia,CN,35.6,103.21,60.8,68,100,5.14,overcast clouds,0.0,0.0
392,Jinka,ET,5.65,36.65,64.09,77,44,3.62,scattered clouds,0.0,0.0
393,Codrington,AU,-38.27,141.97,43.29,76,100,8.37,overcast clouds,0.0,0.0
394,Passo De Camaragibe,BR,-9.24,-35.49,73.4,94,75,8.05,light rain,0.0,0.0
395,Camacupa,AO,-12.02,17.48,62.42,37,0,3.0,clear sky,0.0,0.0
396,Saint Joseph,US,39.77,-94.85,84.99,58,20,18.34,few clouds,0.0,0.0
397,Cascais,PT,38.7,-9.42,69.01,72,20,28.86,few clouds,0.0,0.0
398,Khani,GE,41.96,42.96,69.8,94,75,2.24,broken clouds,0.0,0.0
399,Khobi,GE,42.32,41.9,69.8,94,75,2.24,broken clouds,0.0,0.0
400,Yaan,NG,7.38,8.57,75.76,92,100,5.68,moderate rain,2.21,0.0
401,Pointe Michel,DM,15.25,-61.38,87.8,58,75,10.29,light intensity shower rain,0.0,0.0
402,Chermoz,RU,58.79,56.15,68.49,84,0,5.37,clear sky,0.0,0.0
403,Taltal,CL,-25.4,-70.48,67.1,44,22,1.9,few clouds,0.0,0.0
404,Buala,SB,-8.14,159.59,79.81,83,82,9.57,moderate rain,1.03,0.0
405,Raymondville,US,26.48,-97.78,98.6,39,40,16.11,scattered clouds,0.0,0.0
406,Taoudenni,ML,22.68,-3.98,94.66,10,0,2.04,clear sky,0.0,0.0
407,Malibu,US,34.01,-118.81,84.99,77,24,4.0,few clouds,0.0,0.0
408,Sitka,US,57.05,-135.33,55.4,93,90,4.7,light rain,0.0,0.0
409,Marabba,SD,12.35,32.18,82.06,60,99,5.77,overcast clouds,0.0,0.0
410,Odweyne,SO,9.41,45.06,78.35,51,100,16.8,overcast clouds,0.0,0.0
411,Mahina,PF,-17.51,-149.49,80.6,61,20,3.36,few clouds,0.0,0.0
412,Dunedin,NZ,-45.87,170.5,46.99,81,58,1.99,broken clouds,0.0,0.0
413,Saint George,US,37.1,-113.58,100.0,6,1,12.35,clear sky,0.0,0.0
414,Okha,RU,53.57,142.95,49.87,97,100,4.05,overcast clouds,0.0,0.0
415,Vrangel,RU,42.73,133.08,62.06,86,1,2.33,clear sky,0.0,0.0
416,Kumluca,TR,36.37,30.29,84.34,50,0,5.44,clear sky,0.0,0.0
417,Bontang,ID,0.13,117.5,75.88,88,100,6.51,overcast clouds,0.0,0.0
418,Whitehorse,CA,60.72,-135.05,62.01,54,75,10.29,broken clouds,0.0,0.0
419,Sortland,NO,68.69,15.42,55.4,58,26,12.75,scattered clouds,0.0,0.0
420,La Ronge,CA,55.1,-105.28,66.2,68,75,5.82,broken clouds,0.0,0.0
421,Gayny,RU,60.31,54.32,72.36,80,0,4.52,clear sky,0.0,0.0
422,Coahuayana,MX,18.73,-103.68,82.4,74,90,7.45,overcast clouds,0.0,0.0
423,Lapeer,US,43.05,-83.32,96.8,39,40,9.17,scattered clouds,0.0,0.0
424,Fort Morgan,US,40.25,-103.8,87.8,25,1,11.41,clear sky,0.0,0.0
425,Vestmannaeyjar,IS,63.44,-20.27,53.64,74,97,22.44,overcast clouds,0.0,0.0
426,Constantine,DZ,36.37,6.61,80.6,36,0,8.05,clear sky,0.0,0.0
427,Jieshi,CN,22.81,115.83,83.01,85,100,12.71,overcast clouds,0.0,0.0
428,Vao,NC,-22.67,167.48,67.23,70,0,21.54,clear sky,0.0,0.0
429,Arlit,NE,18.74,7.39,95.81,21,50,8.19,light rain,0.11,0.0
430,Geraldton,AU,-28.77,114.6,50.0,71,0,16.11,clear sky,0.0,0.0
431,Uruzgan,AF,32.83,66.0,66.51,21,0,3.36,clear sky,0.0,0.0
432,Avera,US,33.19,-82.53,89.6,62,40,6.93,scattered clouds,0.0,0.0
433,Vostok,RU,46.49,135.88,54.68,100,100,2.15,overcast clouds,0.0,0.0
434,Katsuura,JP,35.13,140.3,75.0,96,100,5.01,overcast clouds,0.0,0.0
435,Cap Malheureux,MU,-19.98,57.61,72.0,61,33,8.01,scattered clouds,0.0,0.0
436,Aklavik,CA,68.22,-135.01,42.8,75,75,12.75,shower rain,0.0,0.0
437,Hit,IQ,33.64,42.83,95.97,15,8,12.62,clear sky,0.0,0.0
438,Port Hardy,CA,50.7,-127.42,57.2,87,75,5.82,light intensity shower rain,0.0,0.0
439,Aswan,EG,24.09,32.91,90.7,21,0,9.46,clear sky,0.0,0.0
440,Abnub,EG,27.27,31.15,89.6,31,0,12.75,clear sky,0.0,0.0
441,Jinxiang,CN,22.86,115.7,82.71,83,100,11.45,overcast clouds,0.0,0.0
442,Srednekolymsk,RU,67.45,153.68,60.71,77,0,4.34,clear sky,0.0,0.0
443,Bonthe,SL,7.53,-12.51,76.78,89,100,13.06,moderate rain,1.27,0.0
444,Kalmunai,LK,7.42,81.82,79.38,84,84,8.5,broken clouds,0.0,0.0
445,Seddon,AU,-37.81,144.89,48.0,93,100,3.36,overcast clouds,0.0,0.0
446,Nusaybin,TR,37.08,41.22,87.53,16,0,5.99,clear sky,0.0,0.0
447,Sibolga,ID,1.74,98.78,77.74,70,100,1.68,overcast clouds,0.0,0.0
448,Buraydah,SA,26.33,43.98,93.2,20,0,10.29,clear sky,0.0,0.0
449,Pamanukan,ID,-6.28,107.81,75.7,82,100,3.78,overcast clouds,0.0,0.0
450,Gravdal,NO,68.12,13.5,53.6,76,40,36.91,scattered clouds,0.0,0.0
451,Kaeo,NZ,-35.1,173.78,42.01,3,4,3.0,clear sky,0.0,0.0
452,Zhanaozen,KZ,43.3,52.8,84.42,27,1,11.18,clear sky,0.0,0.0
453,Halifax,CA,44.65,-63.57,81.0,71,68,3.0,broken clouds,0.0,0.0
454,Amahai,ID,-3.33,128.92,76.24,88,98,3.09,light rain,0.21,0.0
455,Las Palmas,ES,28.42,-14.01,75.2,69,20,14.99,few clouds,0.0,0.0
456,Manitouwadge,CA,49.12,-85.84,68.0,88,90,5.82,mist,0.0,0.0
457,Nhulunbuy,AU,-12.23,136.77,77.0,78,90,10.29,overcast clouds,0.0,0.0
458,Evensk,RU,61.95,159.23,52.41,92,100,1.25,overcast clouds,0.0,0.0
459,Ginda,IN,30.69,78.49,65.48,86,12,2.42,light rain,0.69,0.0
460,Yerbogachen,RU,61.28,108.01,51.12,91,77,1.95,broken clouds,0.0,0.0
461,Campos,BR,-21.75,-41.3,75.2,73,0,23.04,clear sky,0.0,0.0
462,Nemuro,JP,43.32,145.57,58.26,98,76,6.69,broken clouds,0.0,0.0
463,Kyzyl-Suu,KG,42.34,78.0,56.28,48,12,4.7,few clouds,0.0,0.0
464,Alvarado,MX,18.77,-95.77,91.4,63,90,5.82,overcast clouds,0.0,0.0
465,Kloulklubed,PW,7.04,134.26,77.0,94,90,13.42,overcast clouds,0.0,0.0
466,Correia Pinto,BR,-27.58,-50.36,50.63,75,0,3.65,clear sky,0.0,0.0
467,Ancud,CL,-41.87,-73.82,48.0,81,75,4.7,broken clouds,0.0,0.0
468,Obo,CF,5.4,26.49,67.37,89,22,2.46,few clouds,0.0,0.0
469,Alice Springs,AU,-23.7,133.88,39.2,48,0,5.82,clear sky,0.0,0.0
470,Vestmanna,FO,62.16,-7.17,48.2,93,100,11.41,overcast clouds,0.0,0.0
471,Humboldt,US,40.67,-123.92,64.99,77,40,11.41,scattered clouds,0.0,0.0
472,Borba,BR,-4.39,-59.59,93.29,40,7,3.36,clear sky,0.0,0.0
473,Coari,BR,-4.08,-63.14,83.5,75,90,1.59,light rain,0.27,0.0
474,Akyab,MM,20.15,92.9,82.06,83,100,11.36,light rain,0.82,0.0
475,La Carlota,PH,10.42,122.92,78.1,82,100,2.59,overcast clouds,0.0,0.0
476,Haines Junction,CA,60.75,-137.51,60.28,51,94,4.81,light rain,0.49,0.0
477,Kathmandu,NP,27.72,85.32,71.6,100,75,3.36,moderate rain,0.0,0.0
478,Buenos Aires,AR,-34.61,-58.38,57.99,41,0,11.41,clear sky,0.0,0.0
479,Lompoc,US,34.64,-120.46,71.01,68,10,14.99,clear sky,0.0,0.0
480,Poum,NC,-20.23,164.02,69.4,73,14,11.72,few clouds,0.0,0.0
481,Tahoua,NE,14.89,5.27,95.0,34,20,6.93,few clouds,0.0,0.0
482,Port-Gentil,GA,-0.72,8.78,77.0,83,90,9.17,overcast clouds,0.0,0.0
483,Palu,ID,-0.89,119.87,74.35,81,76,3.04,light rain,0.38,0.0
484,Vanimo,PG,-2.67,141.3,77.07,87,95,6.6,overcast clouds,0.0,0.0
485,Zory,PL,50.05,18.7,68.0,81,90,8.61,light rain,0.34,0.0
486,Bereda,ES,43.27,-7.54,66.99,73,0,5.99,clear sky,0.0,0.0
487,Ouargaye,BF,11.5,0.06,84.9,61,36,9.98,scattered clouds,0.0,0.0
488,Manggar,ID,-2.88,108.27,74.7,91,100,4.43,light rain,0.11,0.0
489,Rottingdean,GB,50.81,-0.06,62.01,100,100,4.0,overcast clouds,0.0,0.0
490,Brae,GB,60.4,-1.35,51.8,93,32,5.82,scattered clouds,0.0,0.0
491,Islamkot,PK,24.7,70.18,86.2,71,11,17.94,few clouds,0.0,0.0
492,Yulara,AU,-25.24,130.99,41.0,41,0,1.12,clear sky,0.0,0.0
493,Vryburg,ZA,-26.96,24.73,54.86,52,0,9.55,clear sky,0.0,0.0
494,Sorong,ID,-0.88,131.25,77.67,88,50,6.26,scattered clouds,0.0,0.0
495,Wellington,NZ,-41.29,174.78,42.8,87,83,3.36,broken clouds,0.0,0.0
496,Grafton,US,42.21,-71.69,91.0,55,40,6.93,scattered clouds,0.0,0.0
497,Xuddur,SO,4.12,43.89,76.77,65,67,14.81,broken clouds,0.0,0.0
498,Nishihara,JP,26.18,127.76,82.4,94,75,13.87,broken clouds,0.0,0.0
499,Miri,MY,4.41,114.01,75.2,100,40,6.93,scattered clouds,0.0,0.0
500,Sandpoint,US,48.28,-116.55,75.0,49,1,5.82,clear sky,0.0,0.0
501,Kimbe,PG,-5.55,150.14,74.84,87,76,4.45,broken clouds,0.0,0.0
502,Todos Santos,MX,23.45,-110.22,82.99,71,3,3.0,clear sky,0.0,0.0
503,Diffa,NE,13.32,12.61,91.44,33,94,5.53,overcast clouds,0.0,0.0
504,Boende,CD,-0.22,20.87,75.4,84,100,2.62,light rain,0.27,0.0
505,Pacific Grove,US,36.62,-121.92,69.8,68,1,10.29,clear sky,0.0,0.0
506,Manuk Mangkaw,PH,4.8,119.85,82.58,76,99,5.03,moderate rain,1.97,0.0
507,Bamako,ML,12.65,-8.0,86.0,70,20,9.17,thunderstorm,0.0,0.0
508,Itacoatiara,BR,-3.14,-58.44,82.4,83,80,2.24,broken clouds,0.0,0.0
509,Blythe,US,33.61,-114.6,107.01,6,1,14.99,clear sky,0.0,0.0
510,Ketchikan,US,55.34,-131.65,57.2,93,90,13.87,light rain,0.51,0.0
511,Chernyshevskiy,RU,63.01,112.47,56.39,97,100,2.57,overcast clouds,0.0,0.0
512,Kalianget,ID,-7.05,113.93,78.19,79,76,6.58,broken clouds,0.0,0.0
513,Belyy Yar,RU,53.6,91.39,66.2,77,100,11.18,light rain,0.32,0.0
514,Chokwe,MZ,-24.53,32.98,66.4,53,0,4.92,clear sky,0.0,0.0
515,Chirongui,YT,-12.93,45.15,77.0,78,30,5.82,light rain,0.11,0.0
516,Asfi,MA,32.3,-9.24,69.12,81,0,19.26,clear sky,0.0,0.0
517,Beni Suef,EG,29.07,31.1,82.98,52,0,11.1,clear sky,0.0,0.0
518,Yeniseysk,RU,58.45,92.17,54.36,84,100,5.08,overcast clouds,0.0,0.0
519,Vila,PT,42.03,-8.16,75.99,47,0,8.01,clear sky,0.0,0.0
520,Gashua,NG,12.87,11.05,93.47,32,100,13.33,overcast clouds,0.0,0.0
521,Antofagasta,CL,-23.65,-70.4,59.0,72,20,9.17,few clouds,0.0,0.0
522,Havoysund,NO,71.0,24.66,46.4,87,75,10.29,broken clouds,0.0,0.0
523,Terney,RU,45.05,136.61,60.57,87,14,4.14,few clouds,0.0,0.0
524,Teguise,ES,29.06,-13.56,73.4,69,40,19.46,scattered clouds,0.0,0.0
525,Qaqortoq,GL,60.72,-46.03,51.8,81,100,2.24,light rain,0.14,0.0
526,Acajutla,SV,13.59,-89.83,89.6,52,20,5.7,few clouds,0.0,0.0
527,Asau,RO,46.43,26.4,62.01,85,3,2.89,clear sky,0.0,0.0
528,Ambon,ID,-3.7,128.18,79.0,14,87,11.63,light rain,0.41,0.0
529,Provideniya,RU,64.38,-173.3,51.8,76,20,8.95,fog,0.0,0.0
530,Pirai Do Sul,BR,-24.53,-49.95,66.0,63,100,1.01,overcast clouds,0.0,0.0
531,Ugoofaaru,MV,5.67,73.0,83.44,76,100,12.48,overcast clouds,0.0,0.0
532,Motygino,RU,58.18,94.76,49.17,86,53,2.35,broken clouds,0.0,0.0
533,Mount Isa,AU,-20.73,139.5,51.8,71,0,10.92,clear sky,0.0,0.0
534,Tambopata,PE,-12.73,-69.18,62.6,93,90,4.7,light rain,0.0,0.0
535,Palora,EC,-1.7,-77.93,75.9,78,9,2.04,light rain,0.74,0.0
536,Abu Kamal,SY,34.45,40.92,93.92,19,60,13.18,broken clouds,0.0,0.0
537,Sept-Iles,CA,50.2,-66.38,66.2,88,75,10.29,mist,0.0,0.0
538,High Rock,BS,26.62,-78.28,87.8,74,75,10.29,broken clouds,0.0,0.0
539,Alakurtti,RU,66.97,30.35,55.99,81,100,1.99,overcast clouds,0.0,0.0
540,Sandwick,GB,60.0,-1.25,51.8,93,0,5.82,clear sky,0.0,0.0
541,Pontes E Lacerda,BR,-15.23,-59.34,79.61,46,11,8.12,few clouds,0.0,0.0
542,Kholtoson,RU,50.3,103.31,46.81,87,100,2.66,overcast clouds,0.0,0.0
543,Marquetalia,CO,5.3,-75.06,74.16,64,97,4.56,light rain,0.42,0.0
544,Visby,SE,57.64,18.3,57.0,81,100,5.82,overcast clouds,0.0,0.0
545,Itanhaem,BR,-24.18,-46.79,70.0,68,90,2.24,overcast clouds,0.0,0.0
546,Karaton,ID,-6.34,106.1,78.8,83,20,5.82,haze,0.0,0.0
547,Rosarito,MX,32.33,-117.03,80.01,60,5,9.17,clear sky,0.0,0.0
