City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Suzano,BR,2020-07-08 14:31:11,-23.54,-46.31,75.2,41,0,13.87
274,Naze,JP,2020-07-08 14:31:01,28.37,129.48,82.4,94,75,9.17
275,Bratsk,RU,2020-07-08 14:27:27,56.13,101.61,66.2,59,54,6.71
276,Turinskaya Sloboda,RU,2020-07-08 14:32:24,57.62,64.39,78.44,71,0,4.34
277,Zhigansk,RU,2020-07-08 14:31:05,66.77,123.37,56.98,56,0,10.16
278,Rabo De Peixe,PT,2020-07-08 14:32:24,37.8,-25.58,71.6,68,75,10.29
279,Bathsheba,BB,2020-07-08 14:30:12,13.22,-59.52,86.0,66,40,23.04
280,Binzhou,CN,2020-07-08 14:32:25,37.37,118.02,81.0,51,100,1.01
281,San Cristobal,VE,2020-07-08 14:27:43,7.77,-72.22,86.0,48,20,20.8
282,Santa Maria,BR,2020-07-08 14:28:34,-29.68,-53.81,49.95,92,100,9.04
283,Ojinaga,MX,2020-07-08 14:32:25,29.57,-104.42,86.0,42,1,8.05
284,Cockburn Town,TC,2020-07-08 14:27:36,21.46,-71.14,86.0,74,40,12.75
285,Bud,US,2020-07-08 14:30:50,39.45,-86.18,86.0,76,0,3.31
286,Ayan,RU,2020-07-08 14:32:04,56.45,138.17,47.79,93,9,6.11
287,Teguise,ES,2020-07-08 14:30:58,29.06,-13.56,84.2,58,0,23.04
288,Vrbove,SK,2020-07-08 14:32:25,48.62,17.72,75.2,36,84,8.05
289,Lagunas,PE,2020-07-08 14:32:26,-5.23,-75.68,76.23,89,81,4.74
290,Krasnoselkup,RU,2020-07-08 14:32:26,65.7,82.47,60.91,70,11,17.05
291,Balotra,IN,2020-07-08 14:32:26,25.83,72.23,96.67,46,68,18.45
292,Nizwa,OM,2020-07-08 14:31:58,22.93,57.53,95.72,30,74,15.97
293,Liverpool,GB,2020-07-08 14:30:01,53.41,-2.98,64.0,82,90,9.17
294,Bijie,CN,2020-07-08 14:32:26,27.31,105.29,68.07,92,100,4.29
295,George Town,MY,2020-07-08 14:29:22,5.41,100.34,80.6,94,40,4.7
296,Atar,MR,2020-07-08 14:32:26,20.52,-13.05,118.36,5,0,14.65
297,Aktau,KZ,2020-07-08 14:30:18,43.65,51.2,92.8,25,0,9.26
298,Hambantota,LK,2020-07-08 14:30:42,6.12,81.12,77.0,100,90,2.24
299,Sobolevo,RU,2020-07-08 14:32:27,54.43,31.9,61.29,76,100,3.71
300,Galle,LK,2020-07-08 14:32:27,6.04,80.22,81.46,86,100,9.53
301,Agadez,NE,2020-07-08 14:32:27,19.75,10.25,105.49,9,0,8.32
302,College,US,2020-07-08 14:30:58,64.86,-147.8,55.4,76,75,6.93
303,Misratah,LY,2020-07-08 14:31:07,32.38,15.09,79.12,67,0,13.56
304,Santa Fe,AR,2020-07-08 14:30:40,-31.63,-60.7,55.0,56,3,4.0
305,Amalapuram,IN,2020-07-08 14:30:23,16.58,82.02,86.0,74,75,2.24
306,Payson,US,2020-07-08 14:31:16,40.04,-111.73,66.99,42,40,3.76
307,Vilhena,BR,2020-07-08 14:32:27,-12.74,-60.15,82.4,51,0,5.82
308,Mosbach,DE,2020-07-08 14:32:27,49.35,9.14,75.0,46,100,1.01
309,Novobirilyussy,RU,2020-07-08 14:32:28,56.95,90.67,62.01,88,96,6.33
310,Bay Roberts,CA,2020-07-08 14:32:28,47.6,-53.26,62.01,69,3,3.27
311,Fukue,JP,2020-07-08 14:28:27,32.69,128.84,75.56,86,100,2.66
312,Kajaani,FI,2020-07-08 14:30:04,64.23,27.73,62.6,63,75,2.24
313,Guarapari,BR,2020-07-08 14:32:28,-20.67,-40.5,78.01,63,0,13.38
314,Pundaguitan,PH,2020-07-08 14:32:28,6.37,126.17,83.84,70,96,5.88
315,Victoria,HK,2020-07-08 14:29:38,22.29,114.16,86.0,74,100,13.0
316,Lavrentiya,RU,2020-07-08 14:30:29,65.58,-171.0,43.21,94,81,1.74
317,Grindavik,IS,2020-07-08 14:29:04,63.84,-22.43,48.2,76,75,14.99
318,Alice Springs,AU,2020-07-08 14:27:54,-23.7,133.88,39.2,51,99,6.33
319,Avera,US,2020-07-08 14:32:29,33.19,-82.53,78.01,69,90,5.82
320,Yakeshi,CN,2020-07-08 14:32:29,49.28,120.73,62.92,66,0,5.21
321,Praia,CV,2020-07-08 14:32:29,14.92,-23.51,86.0,66,40,6.93
322,Rawson,AR,2020-07-08 14:32:29,-43.3,-65.1,47.52,53,37,20.54
323,Litovko,RU,2020-07-08 14:32:29,49.24,135.17,55.02,96,100,4.03
324,San Patricio,MX,2020-07-08 14:30:45,19.22,-104.7,78.8,83,90,11.41
325,Tianpeng,CN,2020-07-08 14:32:30,30.99,103.94,87.01,1,100,1.88
326,Leopoldina,BR,2020-07-08 14:27:57,-21.53,-42.64,77.86,53,0,6.62
327,Cherskiy,RU,2020-07-08 14:30:35,68.75,161.3,54.43,74,0,3.67
328,Vila Velha,BR,2020-07-08 14:30:34,-20.33,-40.29,78.8,61,20,12.75
329,Lithakia,GR,2020-07-08 14:32:30,37.72,20.83,89.6,43,20,4.7
330,Bandar-E Lengeh,IR,2020-07-08 14:32:30,26.56,54.88,100.4,42,14,4.59
331,Qasigiannguit,GL,2020-07-08 14:32:30,68.82,-51.19,46.4,70,75,4.7
332,Tabou,CI,2020-07-08 14:32:30,4.42,-7.35,78.4,82,84,13.98
333,Esperance,AU,2020-07-08 14:30:07,-33.87,121.9,51.8,100,90,10.29
334,Matay,EG,2020-07-08 14:31:09,28.42,30.78,100.11,17,0,12.62
335,Challapata,BO,2020-07-08 14:30:16,-18.9,-66.77,41.9,40,0,6.96
336,Guerrero Negro,MX,2020-07-08 14:30:43,27.98,-114.06,71.33,70,1,8.77
337,Lalin,ES,2020-07-08 14:32:31,42.72,-8.12,82.0,57,0,11.41
338,Pozo Colorado,PY,2020-07-08 14:32:31,-23.49,-58.8,53.46,84,100,7.16
339,Buzuluk,RU,2020-07-08 14:32:31,52.78,52.26,84.65,58,0,5.61
340,Toora-Khem,RU,2020-07-08 14:32:31,52.47,96.11,55.71,87,34,5.82
341,Lulea,SE,2020-07-08 14:32:31,65.58,22.15,60.8,72,19,8.05
342,Mayo,US,2020-07-08 14:31:06,38.89,-76.51,84.99,83,20,11.41
343,Nanakuli,US,2020-07-08 14:30:20,21.39,-158.15,77.0,83,20,3.36
344,Patacamaya,BO,2020-07-08 14:32:32,-17.23,-67.92,46.4,29,0,5.28
345,Cidreira,BR,2020-07-08 14:28:15,-30.18,-50.21,63.05,90,100,10.6
346,Marathon,US,2020-07-08 14:32:32,44.9,-89.77,77.0,78,20,4.7
347,Korla,CN,2020-07-08 14:30:49,41.76,86.15,89.01,65,35,6.11
348,Methoni,GR,2020-07-08 14:32:32,36.82,21.7,87.8,48,20,12.75
349,Inirida,CO,2020-07-08 14:32:32,3.87,-67.92,86.88,62,18,2.77
350,Gorodovikovsk,RU,2020-07-08 14:32:32,46.09,41.93,82.09,53,100,19.91
351,Belawan,ID,2020-07-08 14:32:33,3.78,98.68,78.8,88,40,5.82
352,Edmonton,CA,2020-07-08 14:30:23,53.55,-113.47,57.2,100,90,10.29
353,Ilebo,CD,2020-07-08 14:32:33,-4.32,20.58,94.98,28,50,2.01
354,Pacific Grove,US,2020-07-08 14:32:33,36.62,-121.92,54.0,95,23,4.36
355,Adrar,MR,2020-07-08 14:30:22,20.5,-10.07,114.42,5,1,25.7
356,Leo,BF,2020-07-08 14:32:33,11.1,-2.1,92.25,45,8,7.56
357,Wagga Wagga,AU,2020-07-08 14:32:33,-35.12,147.37,44.01,100,0,5.82
358,Pangkalanbuun,ID,2020-07-08 14:32:33,-2.68,111.62,75.99,93,100,1.97
359,Karangasem,ID,2020-07-08 14:32:33,-8.45,115.62,78.8,100,40,11.41
360,San Fernando,PH,2020-07-08 14:32:33,15.03,120.69,78.8,83,75,2.24
361,Pevek,RU,2020-07-08 14:30:25,69.7,170.31,42.57,77,100,1.07
362,Cohoes,US,2020-07-08 14:30:34,42.77,-73.7,82.0,69,40,8.05
363,Havre-Saint-Pierre,CA,2020-07-08 14:25:32,50.23,-63.6,62.6,88,90,6.93
364,Messina,IT,2020-07-08 14:31:05,38.19,15.55,82.99,74,20,9.17
365,Miraflores,MX,2020-07-08 14:31:03,19.22,-98.81,62.6,63,75,5.03
366,Zary,PL,2020-07-08 14:32:34,51.64,15.14,61.0,76,97,1.99
367,Kulhudhuffushi,MV,2020-07-08 14:32:34,6.62,73.07,83.43,72,100,6.38
368,Bilibino,RU,2020-07-08 14:30:17,68.05,166.44,50.4,76,28,1.74
369,Kudahuvadhoo,MV,2020-07-08 14:32:34,2.67,72.89,84.85,64,2,1.43
370,Chapleau,CA,2020-07-08 14:32:34,47.84,-83.4,73.4,60,40,4.7
371,Iquique,CL,2020-07-08 14:32:35,-20.22,-70.14,62.6,67,75,4.7
372,Keskin,TR,2020-07-08 14:32:35,39.67,33.61,82.0,32,68,8.01
373,Turayf,SA,2020-07-08 14:32:35,31.67,38.66,96.8,26,60,9.17
374,Kaitangata,NZ,2020-07-08 14:30:51,-46.28,169.85,44.01,74,100,8.01
375,Dumas,US,2020-07-08 14:32:35,35.87,-101.97,81.0,69,1,13.87
376,Scarborough,GB,2020-07-08 14:27:55,54.28,-0.4,62.01,76,97,3.0
377,Kushnarenkovo,RU,2020-07-08 14:32:35,55.1,55.35,89.6,38,0,6.71
378,Mount Gambier,AU,2020-07-08 14:30:11,-37.83,140.77,48.2,81,90,14.99
379,Lashio,MM,2020-07-08 14:32:36,22.93,97.75,69.87,97,100,0.45
380,Voh,NC,2020-07-08 14:32:36,-20.97,164.7,63.61,80,29,6.11
381,Fort Nelson,CA,2020-07-08 14:32:36,58.81,-122.7,55.4,93,90,3.24
382,Mareeba,AU,2020-07-08 14:30:48,-17.0,145.43,69.8,83,40,11.41
383,Paamiut,GL,2020-07-08 14:31:08,61.99,-49.67,41.45,91,100,20.38
384,Ostrovnoy,RU,2020-07-08 14:30:16,68.05,39.51,60.98,67,100,15.64
385,Tura,IN,2020-07-08 14:30:12,25.52,90.22,77.49,95,100,5.37
386,Ocos,GT,2020-07-08 14:32:36,14.51,-92.19,82.4,74,20,5.53
387,Foam Lake,CA,2020-07-08 14:32:36,51.65,-103.53,63.93,84,6,15.32
388,Saint-Junien,FR,2020-07-08 14:32:36,45.88,0.9,84.0,39,0,6.93
389,Kodinsk,RU,2020-07-08 14:32:37,58.69,99.18,66.34,58,58,5.3
390,Szabadbattyan,HU,2020-07-08 14:32:37,47.12,18.37,81.0,30,7,4.0
391,Xaxim,BR,2020-07-08 14:32:37,-26.96,-52.53,59.0,74,100,7.02
392,Galesong,ID,2020-07-08 14:32:37,-5.32,119.37,77.0,100,20,1.12
393,Rudbar,AF,2020-07-08 14:32:37,30.15,62.6,97.7,11,0,7.54
394,Norman Wells,CA,2020-07-08 14:29:44,65.28,-126.83,55.4,82,75,6.93
395,Geraldton,AU,2020-07-08 14:30:40,-28.77,114.6,51.8,87,40,5.82
396,Porto Novo,BJ,2020-07-08 14:32:37,6.5,2.6,80.6,83,75,12.75
397,Shaunavon,CA,2020-07-08 14:32:37,49.65,-108.42,59.9,64,0,21.88
398,Bartica,GY,2020-07-08 14:32:37,6.4,-58.62,77.0,83,75,6.93
399,Raska,RS,2020-07-08 14:32:38,43.29,20.62,77.0,41,75,2.24
400,Zeya,RU,2020-07-08 14:32:38,53.75,127.27,60.71,59,25,4.43
401,Brigantine,US,2020-07-08 14:31:08,39.41,-74.36,82.99,69,75,8.05
402,Kitimat,CA,2020-07-08 14:28:29,54.05,-128.65,53.6,93,75,4.7
403,Keita,NE,2020-07-08 14:32:38,14.76,5.77,96.8,32,45,13.87
404,Boueni,YT,2020-07-08 14:32:38,-12.9,45.08,80.6,74,21,10.29
405,Bandarbeyla,SO,2020-07-08 14:32:38,9.49,50.81,82.47,64,46,30.62
406,Los Llanos De Aridane,ES,2020-07-08 14:32:38,28.66,-17.92,78.8,69,20,14.99
407,Chicama,PE,2020-07-08 14:32:38,-7.84,-79.15,68.09,64,94,7.0
408,Umm Kaddadah,SD,2020-07-08 14:32:39,13.6,26.69,86.14,45,71,11.18
409,Poronaysk,RU,2020-07-08 14:32:39,49.22,143.12,53.78,97,100,3.33
410,Taldan,RU,2020-07-08 14:32:39,53.67,124.8,61.92,63,54,5.14
411,River Falls,US,2020-07-08 14:31:01,44.86,-92.62,80.01,81,100,1.01
412,Hami,CN,2020-07-08 14:32:39,42.8,93.45,85.32,15,11,13.85
413,Kambove,CD,2020-07-08 14:32:39,-10.88,26.6,77.16,28,0,4.45
414,Verkhnyaya Toyma,RU,2020-07-08 14:32:39,62.23,45.0,71.73,85,87,9.13
415,Hobyo,SO,2020-07-08 14:30:12,5.35,48.53,80.02,75,100,29.28
416,Birnin Kebbi,NG,2020-07-08 14:32:39,12.45,4.2,91.31,43,71,10.54
417,Yeniseysk,RU,2020-07-08 14:32:39,58.45,92.17,67.24,71,100,8.43
418,Minusinsk,RU,2020-07-08 14:32:40,53.71,91.69,71.6,64,69,4.47
419,Pointe Michel,DM,2020-07-08 14:32:40,15.25,-61.38,87.8,55,20,5.82
420,Taquari,BR,2020-07-08 14:28:11,-29.8,-51.86,60.01,90,100,4.0
421,Vestmanna,FO,2020-07-08 14:30:32,62.16,-7.17,51.8,81,17,10.29
422,Mamallapuram,IN,2020-07-08 14:32:40,12.63,80.17,86.0,70,40,13.87
423,Bosaso,SO,2020-07-08 14:32:40,11.28,49.18,93.2,71,96,6.93
424,Dali,CN,2020-07-08 14:32:40,25.7,100.18,65.01,86,100,6.06
425,Zlonice,CZ,2020-07-08 14:32:41,50.29,14.09,61.0,87,75,3.36
426,Mizdah,LY,2020-07-08 14:32:41,31.45,12.98,94.64,12,0,6.85
427,Dukat,RU,2020-07-08 14:31:10,62.55,155.55,46.35,92,100,7.61
428,Kalmunai,LK,2020-07-08 14:30:53,7.42,81.82,83.17,77,98,4.94
429,Richards Bay,ZA,2020-07-08 14:30:34,-28.78,32.04,65.66,67,34,9.73
430,Lagos,NG,2020-07-08 14:28:07,6.58,3.75,77.0,94,75,2.24
431,Rambha,IN,2020-07-08 14:32:41,19.52,85.1,84.6,78,94,12.93
432,Mayumba,GA,2020-07-08 14:30:50,-3.43,10.66,76.28,75,37,8.88
433,Grand-Santi,GF,2020-07-08 14:32:41,4.25,-54.38,92.48,48,69,0.78
434,Namwala,ZM,2020-07-08 14:32:42,-15.75,26.44,79.52,23,0,7.27
435,Piacabucu,BR,2020-07-08 14:32:42,-10.41,-36.43,80.87,68,9,3.96
436,Gidrotorf,RU,2020-07-08 14:32:42,56.47,43.54,95.0,39,0,8.95
437,Hanko,FI,2020-07-08 14:32:42,59.83,22.95,57.99,68,65,1.99
438,Stromness,GB,2020-07-08 14:32:42,58.97,-3.3,54.0,66,40,3.36
439,Panyutyne,UA,2020-07-08 14:32:42,48.93,36.28,68.95,78,78,16.13
440,Ketchikan,US,2020-07-08 14:32:42,55.34,-131.65,53.6,100,90,4.7
441,Nishihara,JP,2020-07-08 14:30:35,26.18,127.76,84.2,89,75,12.75
442,Husavik,IS,2020-07-08 14:30:19,66.04,-17.34,55.4,62,20,13.87
443,Cayenne,GF,2020-07-08 14:30:55,4.93,-52.33,77.0,94,11,5.82
444,Saint-Augustin,CA,2020-07-08 14:30:36,51.23,-58.65,65.48,63,83,21.34
445,Eureka,US,2020-07-08 14:32:35,40.8,-124.16,57.0,100,7,1.01
446,Jiaonan,CN,2020-07-08 14:32:43,35.88,119.98,73.0,83,1,4.47
447,Kayalpattinam,IN,2020-07-08 14:32:43,8.57,78.12,85.82,67,100,3.91
448,Jaguaribe,BR,2020-07-08 14:31:51,-5.89,-38.62,88.47,42,0,5.48
449,Virginia Beach,US,2020-07-08 14:28:50,36.85,-75.98,84.99,74,75,5.82
450,Victor Harbor,AU,2020-07-08 14:32:43,-35.57,138.62,39.99,92,67,9.19
451,Ilo,PE,2020-07-08 14:32:43,-17.64,-71.34,62.6,82,90,5.82
452,Barcelos,PT,2020-07-08 14:30:54,41.54,-8.62,79.0,82,90,5.82
453,Santa Cruz Del Sur,CU,2020-07-08 14:32:43,20.71,-78.0,88.0,63,26,12.48
454,Lima,PE,2020-07-08 14:30:18,-12.04,-77.03,60.8,87,90,3.36
455,Oranjemund,NA,2020-07-08 14:32:43,-28.55,16.43,70.54,26,0,16.44
456,Egvekinot,RU,2020-07-08 14:30:36,66.32,-179.17,43.5,99,99,0.25
457,Rio Cuarto,AR,2020-07-08 14:32:44,-33.13,-64.35,39.2,86,40,10.29
458,Serebryansk,KZ,2020-07-08 14:32:44,49.69,83.29,62.04,79,43,5.44
459,Rauma,FI,2020-07-08 14:32:44,61.13,21.51,57.2,76,20,2.24
460,Mitu,CO,2020-07-08 14:31:48,1.2,-70.17,81.3,81,16,2.53
461,Anadyr,RU,2020-07-08 14:30:37,64.75,177.48,53.6,76,50,2.24
462,Stranraer,GB,2020-07-08 14:32:44,54.9,-5.03,60.01,76,100,5.82
463,Faya,SA,2020-07-08 14:30:29,18.39,42.45,82.4,34,40,13.87
464,Marfino,RU,2020-07-08 14:32:44,55.7,37.38,78.01,69,40,8.95
465,Aleksandrovka,UA,2020-07-08 14:32:44,46.84,32.76,75.2,44,79,17.9
466,Mahanje,TZ,2020-07-08 14:32:45,-9.93,35.33,73.94,51,64,5.08
467,Phangnga,TH,2020-07-08 14:32:45,8.45,98.53,78.8,88,75,1.12
468,Thompson,CA,2020-07-08 14:29:50,55.74,-97.86,68.0,56,40,6.93
469,Praya,CV,2020-07-08 14:32:45,14.92,-23.51,86.0,66,40,6.93
470,Great Yarmouth,GB,2020-07-08 14:32:45,52.61,1.73,61.0,99,95,5.99
471,Makakilo City,US,2020-07-08 14:32:45,21.35,-158.09,77.0,83,20,3.36
472,Nanortalik,GL,2020-07-08 14:30:53,60.14,-45.24,43.72,82,78,6.17
473,Ponferrada,ES,2020-07-08 14:32:45,42.55,-6.6,93.0,27,22,5.99
474,Svetlyy,RU,2020-07-08 14:32:45,54.67,20.13,62.6,63,75,13.42
475,Saint Anthony,US,2020-07-08 14:30:54,45.02,-93.22,78.8,60,90,11.41
476,Kerema,PG,2020-07-08 14:32:46,-7.96,145.78,77.99,88,100,9.37
477,Dingle,PH,2020-07-08 14:30:12,11.0,122.67,78.48,82,84,3.44
478,Geeste,DE,2020-07-08 14:32:46,52.6,7.27,60.01,87,75,3.36
479,Camapua,BR,2020-07-08 14:32:46,-19.53,-54.04,76.21,45,41,5.01
480,Bac Lieu,VN,2020-07-08 14:32:46,9.29,105.72,81.3,77,100,2.46
481,Skibbereen,IE,2020-07-08 14:32:46,51.55,-9.27,60.8,93,75,12.75
482,Novovoronezh,RU,2020-07-08 14:32:47,51.31,39.22,84.2,42,98,8.95
483,Half Moon Bay,US,2020-07-08 14:32:47,37.46,-122.43,57.99,82,1,3.36
484,Shimoda,JP,2020-07-08 14:32:47,34.67,138.95,71.01,94,100,14.12
485,Niles,US,2020-07-08 14:32:47,42.02,-87.8,84.0,74,75,0.76
486,Puerto Baquerizo Moreno,EC,2020-07-08 14:30:08,-0.9,-89.6,67.66,87,58,14.61
487,Karsava,LV,2020-07-08 14:32:47,56.78,27.69,65.53,57,2,9.04
488,Tobol,KZ,2020-07-08 14:32:47,52.68,62.58,78.12,60,7,6.53
489,Chapais,CA,2020-07-08 14:30:47,49.78,-74.85,68.0,94,90,5.82
490,Maple Creek,CA,2020-07-08 14:32:47,49.92,-109.48,58.66,71,26,23.0
491,Acarau,BR,2020-07-08 14:32:47,-2.89,-40.12,85.24,61,0,10.13
492,Mitchell,US,2020-07-08 14:32:48,43.71,-98.03,78.8,65,1,9.17
493,Nadym,RU,2020-07-08 14:32:48,65.53,72.52,69.44,54,5,7.87
494,Emerald,AU,2020-07-08 14:32:48,-23.53,148.17,57.2,82,75,5.82
495,Terra Santa,BR,2020-07-08 14:32:48,-2.1,-56.49,89.85,51,0,3.96
496,Aitape,PG,2020-07-08 14:32:48,-3.14,142.35,79.03,84,97,7.85
497,Kondinskoye,RU,2020-07-08 14:32:48,59.65,67.41,82.17,56,14,6.82
498,Bestobe,KZ,2020-07-08 14:32:48,52.5,73.1,74.12,53,99,6.89
499,Sheregesh,RU,2020-07-08 14:32:48,52.92,87.99,56.98,93,5,1.59
500,Kinango,KE,2020-07-08 14:32:48,-4.14,39.32,82.4,65,75,12.75
501,Luderitz,NA,2020-07-08 14:31:08,-26.65,15.16,69.8,46,0,14.99
502,Simao,CN,2020-07-08 14:32:49,22.79,100.97,67.42,95,100,2.42
503,Najran,SA,2020-07-08 14:32:49,17.49,44.13,105.8,11,40,5.82
504,Port Augusta,AU,2020-07-08 14:30:16,-32.5,137.77,46.4,61,56,8.05
505,Aguimes,ES,2020-07-08 14:27:56,27.91,-15.45,82.0,61,20,32.21
506,Bonavista,CA,2020-07-08 14:32:49,48.65,-53.11,55.99,86,1,5.01
507,Ta Khmau,KH,2020-07-08 14:32:49,11.48,104.95,86.0,66,40,5.82
508,Ati,TD,2020-07-08 14:32:49,13.22,18.34,96.89,31,44,2.55
509,Bafq,IR,2020-07-08 14:32:49,31.61,55.41,92.44,19,17,11.27
510,Zacatlan,MX,2020-07-08 14:32:49,19.93,-97.97,67.3,56,99,1.07
511,Salalah,OM,2020-07-08 14:29:54,17.02,54.09,84.2,83,75,11.41
512,Bintulu,MY,2020-07-08 14:29:37,3.17,113.03,80.01,94,40,3.36
513,Cururupu,BR,2020-07-08 14:32:50,-1.83,-44.87,85.89,65,4,5.17
514,Presidencia Roque Saenz Pena,AR,2020-07-08 14:32:50,-26.79,-60.44,49.06,77,99,3.6
515,Bambous Virieux,MU,2020-07-08 14:30:29,-20.34,57.76,71.6,78,75,13.87
516,Lamego,PT,2020-07-08 14:32:50,41.1,-7.81,84.0,6,0,5.01
517,Utkivka,UA,2020-07-08 14:32:50,49.79,36.08,68.0,88,75,8.95
518,China,MX,2020-07-08 14:29:52,25.7,-99.23,82.54,67,2,14.47
519,Tessalit,ML,2020-07-08 14:30:29,20.2,1.01,110.32,6,0,8.43
520,Krasnyy Chikoy,RU,2020-07-08 14:32:50,50.36,108.75,63.01,86,100,2.98
521,Russell,US,2020-07-08 14:30:23,32.35,-85.2,82.4,78,90,6.93
522,Kirakira,SB,2020-07-08 14:31:12,-10.45,161.92,79.39,82,98,9.91
523,Bilma,NE,2020-07-08 14:32:51,18.69,12.92,103.24,16,32,4.07
524,Schneverdingen,DE,2020-07-08 14:32:51,53.12,9.8,62.6,59,75,9.17
525,Teahupoo,PF,2020-07-08 14:30:52,-17.83,-149.27,75.2,78,40,2.24
526,Itarema,BR,2020-07-08 14:30:05,-2.92,-39.92,85.48,59,0,11.43
527,Gushikawa,JP,2020-07-08 14:32:51,26.35,127.87,84.2,83,20,8.05
528,Iquitos,PE,2020-07-08 14:28:19,-3.75,-73.25,82.4,78,40,4.7
529,Sulangan,PH,2020-07-08 14:32:51,11.14,123.72,85.14,73,80,7.67
530,Zvishavane,ZW,2020-07-08 14:32:51,-20.33,30.07,65.55,48,16,12.82
531,Lungi,SL,2020-07-08 14:30:41,9.22,-12.68,83.79,74,99,5.44
532,Srednekolymsk,RU,2020-07-08 14:30:18,67.45,153.68,51.96,85,55,10.74
533,Abu Samrah,SY,2020-07-08 14:32:52,35.3,37.18,91.2,23,0,17.47
534,Nelson,NZ,2020-07-08 14:32:52,-41.28,173.28,36.0,89,4,1.99
535,Taggia,IT,2020-07-08 14:32:52,43.85,7.85,82.4,57,40,5.82
536,Port Lincoln,AU,2020-07-08 14:32:52,-34.73,135.87,51.62,53,0,15.23
537,Gonen,TR,2020-07-08 14:32:52,40.1,27.65,78.8,61,40,23.04
538,Finspang,SE,2020-07-08 14:32:52,58.71,15.77,60.01,67,86,8.05
539,Nemuro,JP,2020-07-08 14:32:52,43.32,145.57,59.77,99,98,4.76
540,Wajir,KE,2020-07-08 14:32:52,1.75,40.06,93.2,36,75,16.64
541,Burgeo,CA,2020-07-08 14:32:53,47.62,-57.62,62.92,72,63,9.15
542,Williston,US,2020-07-08 14:32:53,48.15,-103.62,64.99,80,0,1.99
543,Christchurch,NZ,2020-07-08 14:27:35,-43.53,172.63,37.99,93,100,5.82
544,Pahrump,US,2020-07-08 14:32:53,36.21,-115.98,81.0,18,0,8.01
545,El Dorado,US,2020-07-08 14:32:53,33.21,-92.67,77.0,100,90,3.36
